,,,,,,,
,,,,,,,
,,,,,,,
Faculty,Area of Study,Area of Study Code,Level,Offered,Unit Code,Unit Name,More Info
Education and Social Work,Education (General),EDGU,UG,Semester 1,EDGU1001,Creativity~ Youth Culture and the Arts,http://sydney.edu.au/courses/uos/EDGU1001
Education and Social Work,Education (General),EDGU,UG,Semester 2,EDGU1002,Youth and Digital Culture,http://sydney.edu.au/courses/uos/EDGU1002
Education and Social Work,Education (General),EDGU,UG,Both semesters,EDGU1003,Diet and Nutrition for Health and Sport,http://sydney.edu.au/courses/uos/EDGU1003
Education and Social Work,Education (General),EDGU,UG,Semester 1,EDGU1004,Young People~ Sex and Sexual Health,http://sydney.edu.au/courses/uos/EDGU1004
Education and Social Work,Education (General),EDGU,UG,Semester 2,EDGU1005,Sports Coaching: Theory and Practice,http://sydney.edu.au/courses/uos/EDGU1005
Education and Social Work,Education (General),EDGU,UG,Semester 2,EDGU1006,Texts and Expectations,http://sydney.edu.au/courses/uos/EDGU1006
Education and Social Work,Education (General),EDGU,UG,Both semesters,EDGU2000,Teaching English Internationally 1,http://sydney.edu.au/courses/uos/EDGU2000
Education and Social Work,Education (General),EDGU,UG,Both semesters,EDGU3000,Teaching English Internationally 2,http://sydney.edu.au/courses/uos/EDGU3000
Education and Social Work,Education (General),EDGU,UG,Both semesters,EDGU4000,Teaching English for Academic Purposes,http://sydney.edu.au/courses/uos/EDGU4000
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE2001,Pedagogy and Professional Practice 1,http://sydney.edu.au/courses/uos/EDSE2001
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3040,Teaching History 1,http://sydney.edu.au/courses/uos/EDSE3040
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3041,Teaching Geography 1,http://sydney.edu.au/courses/uos/EDSE3041
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3042,Teaching Drama 1,http://sydney.edu.au/courses/uos/EDSE3042
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3043,Teaching TESOL 1,http://sydney.edu.au/courses/uos/EDSE3043
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3044,Teaching English 1,http://sydney.edu.au/courses/uos/EDSE3044
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3045,Teaching Mathematics 1A,http://sydney.edu.au/courses/uos/EDSE3045
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3046,Teaching Mathematics 1B,http://sydney.edu.au/courses/uos/EDSE3046
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3047,Teaching Languages 1A,http://sydney.edu.au/courses/uos/EDSE3047
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3048,Teaching Languages 1B,http://sydney.edu.au/courses/uos/EDSE3048
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3050,Teaching Commerce/Economics 1,http://sydney.edu.au/courses/uos/EDSE3050
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3051,Teaching Science 1A,http://sydney.edu.au/courses/uos/EDSE3051
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3058,Teaching History 2,http://sydney.edu.au/courses/uos/EDSE3058
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3059,Teaching Geography 2,http://sydney.edu.au/courses/uos/EDSE3059
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3060,Teaching Drama 2,http://sydney.edu.au/courses/uos/EDSE3060
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3061,Teaching TESOL 2,http://sydney.edu.au/courses/uos/EDSE3061
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3062,Teaching English 2,http://sydney.edu.au/courses/uos/EDSE3062
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3063,Teaching Mathematics 2A,http://sydney.edu.au/courses/uos/EDSE3063
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3064,Teaching Mathematics 2B,http://sydney.edu.au/courses/uos/EDSE3064
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3065,Teaching Languages 2A,http://sydney.edu.au/courses/uos/EDSE3065
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3067,Teaching Commerce/Economics 2,http://sydney.edu.au/courses/uos/EDSE3067
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3068,Teaching Science 2A,http://sydney.edu.au/courses/uos/EDSE3068
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3071,Teaching Languages 2B,http://sydney.edu.au/courses/uos/EDSE3071
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3076,Teaching Commerce/Business Studies 1,http://sydney.edu.au/courses/uos/EDSE3076
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3077,Teaching Commerce/Business Studies 2,http://sydney.edu.au/courses/uos/EDSE3077
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3078,Teaching Science 1B,http://sydney.edu.au/courses/uos/EDSE3078
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3079,Teaching Science 2B,http://sydney.edu.au/courses/uos/EDSE3079
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE3080,Teaching Aboriginal Studies 1,http://sydney.edu.au/courses/uos/EDSE3080
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE3081,Teaching Aboriginal Studies 2,http://sydney.edu.au/courses/uos/EDSE3081
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4023,Teaching History 3,http://sydney.edu.au/courses/uos/EDSE4023
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4024,Teaching Geography 3,http://sydney.edu.au/courses/uos/EDSE4024
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4025,Teaching Drama 3,http://sydney.edu.au/courses/uos/EDSE4025
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4026,Teaching TESOL 3,http://sydney.edu.au/courses/uos/EDSE4026
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4027,Teaching English 3,http://sydney.edu.au/courses/uos/EDSE4027
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4028,Teaching Mathematics 3A,http://sydney.edu.au/courses/uos/EDSE4028
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4029,Teaching Mathematics 3B,http://sydney.edu.au/courses/uos/EDSE4029
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4030,Teaching Languages 3A,http://sydney.edu.au/courses/uos/EDSE4030
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4031,Teaching Languages 3B,http://sydney.edu.au/courses/uos/EDSE4031
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4033,Teaching Commerce/Economics 3,http://sydney.edu.au/courses/uos/EDSE4033
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4042,Craft Knowledge and Prof Practices 3,http://sydney.edu.au/courses/uos/EDSE4042
Education and Social Work,Education (Secondary),EDSE,UG,Semester 2,EDSE4044,Information Technology in Schools,http://sydney.edu.au/courses/uos/EDSE4044
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4046,Language~ Literacy and Diversity,http://sydney.edu.au/courses/uos/EDSE4046
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4047,Teaching Science Elective: Biology,http://sydney.edu.au/courses/uos/EDSE4047
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4048,Teaching Science Elective: Chemistry,http://sydney.edu.au/courses/uos/EDSE4048
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4050,Teaching Aboriginal Studies 3,http://sydney.edu.au/courses/uos/EDSE4050
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4051,Pedagogy and Professional Practice 3,http://sydney.edu.au/courses/uos/EDSE4051
Education and Social Work,Education (Secondary),EDSE,UG,Semester 1,EDSE4075,Teaching Science Elective: Physics,http://sydney.edu.au/courses/uos/EDSE4075
Education and Social Work,Education (Foundations),EDUF,UG,Semester 1,EDUF1018,Education~ Teachers and Teaching,http://sydney.edu.au/courses/uos/EDUF1018
Education and Social Work,Education (Foundations),EDUF,UG,Semester 2,EDUF1019,Human Development and Education,http://sydney.edu.au/courses/uos/EDUF1019
Education and Social Work,Education (Foundations),EDUF,UG,Semester 1,EDUF2006,Educational Psychology,http://sydney.edu.au/courses/uos/EDUF2006
Education and Social Work,Education (Foundations),EDUF,UG,Semester 2,EDUF2007,Social Perspectives on Education,http://sydney.edu.au/courses/uos/EDUF2007
Education and Social Work,Education (Foundations),EDUF,UG,Semester 1,EDUF3023,Sport: Contemporary Educational Issues,http://sydney.edu.au/courses/uos/EDUF3023
Education and Social Work,Education (Foundations),EDUF,UG,Semester 2,EDUF3026,Global Poverty and Education,http://sydney.edu.au/courses/uos/EDUF3026
Education and Social Work,Education (Foundations),EDUF,UG,Semester 1,EDUF3027,International Education,http://sydney.edu.au/courses/uos/EDUF3027
Education and Social Work,Education (Foundations),EDUF,UG,Semester 1,EDUF3028,Mentoring in Educational Contexts,http://sydney.edu.au/courses/uos/EDUF3028
Education and Social Work,Education (Foundations),EDUF,UG,Semester 2,EDUF3029,Psychology of Learning and Teaching,http://sydney.edu.au/courses/uos/EDUF3029
Education and Social Work,Education (Foundations),EDUF,UG,Semester 2,EDUF3030,Australian Schooling Systems,http://sydney.edu.au/courses/uos/EDUF3030
Education and Social Work,Education (Foundations),EDUF,UG,Semester 1,EDUF3032,Curriculum and Evaluation,http://sydney.edu.au/courses/uos/EDUF3032
Education and Social Work,Education (Foundations),EDUF,UG,Both semesters,EDUF3034,Australian Theatre~ Film and Learning,http://sydney.edu.au/courses/uos/EDUF3034
Education and Social Work,Education (Foundations),EDUF,UG,Semester 2,EDUF3135,Aboriginal Community Engagement,http://sydney.edu.au/courses/uos/EDUF3135
Education and Social Work,Education (Foundations),EDUF,UG,Semester 1,EDUF3136,Research with Young Children,http://sydney.edu.au/courses/uos/EDUF3136
Education and Social Work,Education (Secondary-Human Movement),EDUH,UG,Semester 2,EDUH1006,Identifying Health Determinants,http://sydney.edu.au/courses/uos/EDUH1006
Education and Social Work,Education (Secondary-Human Movement),EDUH,UG,Semester 2,EDUH3010,Health of Young People 2,http://sydney.edu.au/courses/uos/EDUH3010
Education and Social Work,Education (Secondary-Human Movement),EDUH,UG,Semester 1,EDUH3017,ICT and Behaviour Management in PDHPE,http://sydney.edu.au/courses/uos/EDUH3017
Education and Social Work,Education (Secondary-Human Movement),EDUH,UG,Semester 1,EDUH3018,Pedagogy for Physical Education 3,http://sydney.edu.au/courses/uos/EDUH3018
Education and Social Work,Education (Secondary-Human Movement),EDUH,UG,Semester 2,EDUH3019,Pedagogy for Physical Education 4,http://sydney.edu.au/courses/uos/EDUH3019
Education and Social Work,Education (Secondary-Human Movement),EDUH,UG,Semester 1,EDUH3029,Training for Performance,http://sydney.edu.au/courses/uos/EDUH3029
Education and Social Work,Education (Secondary-Human Movement),EDUH,UG,Semester 2,EDUH4005,Pedagogy for Physical Education 5,http://sydney.edu.au/courses/uos/EDUH4005
Education and Social Work,Education (Secondary-Human Movement),EDUH,UG,Semester 2,EDUH4050,Sports Medicine,http://sydney.edu.au/courses/uos/EDUH4050
Education and Social Work,Education (Secondary-Human Movement),EDUH,UG,Semester 1,EDUH4051,Community Health Issues,http://sydney.edu.au/courses/uos/EDUH4051
Education and Social Work,Education (Secondary-Human Movement),EDUH,UG,Both semesters,EDUH4052,Learning in Outdoor Education,http://sydney.edu.au/courses/uos/EDUH4052
Education and Social Work,Education (Secondary-Human Movement),EDUH,UG,Both semesters,EDUH4057,Administration of PDHPE and Sport,http://sydney.edu.au/courses/uos/EDUH4057
Education and Social Work,Education (Secondary-Human Movement),EDUH,UG,Both semesters,EDUH4058,Sport and Learning in Australian Culture,http://sydney.edu.au/courses/uos/EDUH4058
Education and Social Work,Education (Primary),EDUP,UG,Semester 2,EDUP1001,Creative Arts 1,http://sydney.edu.au/courses/uos/EDUP1001
Education and Social Work,Education (Primary),EDUP,UG,Semester 1,EDUP1002,English~ Literacy and Learning,http://sydney.edu.au/courses/uos/EDUP1002
Education and Social Work,Education (Primary),EDUP,UG,Semester 2,EDUP1003,Mathematics and Numeracy,http://sydney.edu.au/courses/uos/EDUP1003
Education and Social Work,Education (Primary),EDUP,UG,Semester 1,EDUP1004,Science Concepts 1,http://sydney.edu.au/courses/uos/EDUP1004
Education and Social Work,Education (Primary),EDUP,UG,Semester 1,EDUP2002,English: Learning to be Literate,http://sydney.edu.au/courses/uos/EDUP2002
Education and Social Work,Education (Primary),EDUP,UG,Semester 1,EDUP2004,PDHPE1: Physical Activity,http://sydney.edu.au/courses/uos/EDUP2004
Education and Social Work,Education (Primary),EDUP,UG,Semester 2,EDUP2005,Mathematics Education 1: Early Number,http://sydney.edu.au/courses/uos/EDUP2005
Education and Social Work,Education (Primary),EDUP,UG,Semester 1,EDUP2007,Creative Arts 2,http://sydney.edu.au/courses/uos/EDUP2007
Education and Social Work,Education (Primary),EDUP,UG,Semester 2,EDUP2008,Science Concepts 2,http://sydney.edu.au/courses/uos/EDUP2008
Education and Social Work,Education (Primary),EDUP,UG,Semester 2,EDUP2009,Intercultural Understanding in HSIE K-6,http://sydney.edu.au/courses/uos/EDUP2009
Education and Social Work,Education (Primary),EDUP,UG,Semester 1,EDUP3001,PDHPE 2: Active Healthy Primary Schools,http://sydney.edu.au/courses/uos/EDUP3001
Education and Social Work,Education (Primary),EDUP,UG,Semester 1,EDUP3002,Human Society and its Environment 2,http://sydney.edu.au/courses/uos/EDUP3002
Education and Social Work,Education (Primary),EDUP,UG,Semester 1,EDUP3003,Teaching in Multilingual Classrooms,http://sydney.edu.au/courses/uos/EDUP3003
Education and Social Work,Education (Primary),EDUP,UG,Semester 2,EDUP3004,Mathematics Education 2,http://sydney.edu.au/courses/uos/EDUP3004
Education and Social Work,Education (Primary),EDUP,UG,Semester 2,EDUP3006,English: Becoming Literate,http://sydney.edu.au/courses/uos/EDUP3006
Education and Social Work,Education (Primary),EDUP,UG,Semester 1,EDUP3008,Creative Arts 3,http://sydney.edu.au/courses/uos/EDUP3008
Education and Social Work,Education (Primary),EDUP,UG,Semester 2,EDUP3009,Science and Technology 1,http://sydney.edu.au/courses/uos/EDUP3009
Education and Social Work,Education (Primary),EDUP,UG,Semester 2,EDUP3034,PDHPE 3: The Health Promoting School,http://sydney.edu.au/courses/uos/EDUP3034
Education and Social Work,Social Work,SCWK,UG,Semester 2,SCWK2006,Research Skills for Social Work,http://sydney.edu.au/courses/uos/SCWK2006
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 2,AERO2703,Aircraft Performance and Operations,http://sydney.edu.au/courses/uos/AERO2703
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 2,AERO3260,Aerodynamics 1,http://sydney.edu.au/courses/uos/AERO3260
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 1,AERO3261,Propulsion,http://sydney.edu.au/courses/uos/AERO3261
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 1,AERO3360,Aerospace Structures 1,http://sydney.edu.au/courses/uos/AERO3360
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 1,AERO3460,Aerospace Design 1,http://sydney.edu.au/courses/uos/AERO3460
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 2,AERO3465,Aerospace Design 2,http://sydney.edu.au/courses/uos/AERO3465
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 2,AERO3560,Flight Mechanics 1,http://sydney.edu.au/courses/uos/AERO3560
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 2,AERO3760,Space Engineering 2,http://sydney.edu.au/courses/uos/AERO3760
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 2,AERO4206,Rotary Wing Aircraft,http://sydney.edu.au/courses/uos/AERO4206
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 1,AERO4360,Aerospace Structures 2,http://sydney.edu.au/courses/uos/AERO4360
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 1,AERO4460,Aerospace Design 3,http://sydney.edu.au/courses/uos/AERO4460
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 2,AERO4560,Flight Mechanics 2,http://sydney.edu.au/courses/uos/AERO4560
Engineering & IT,Aeronautical Engineering,AERO,UG,Semester 1,AERO4701,Space Engineering 3,http://sydney.edu.au/courses/uos/AERO4701
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 2,AMME1362,Materials 1,http://sydney.edu.au/courses/uos/AMME1362
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 1,AMME1960,Biomedical Engineering 1A,http://sydney.edu.au/courses/uos/AMME1960
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 2,AMME1961,Biomedical Engineering 1B,http://sydney.edu.au/courses/uos/AMME1961
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 1,AMME2000,Engineering Analysis,http://sydney.edu.au/courses/uos/AMME2000
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 2,AMME2200,Introductory Thermofluids,http://sydney.edu.au/courses/uos/AMME2200
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 1,AMME2261,Fluid Mechanics 1,http://sydney.edu.au/courses/uos/AMME2261
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 2,AMME2262,Thermal Engineering 1,http://sydney.edu.au/courses/uos/AMME2262
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 2,AMME2301,Mechanics of Solids,http://sydney.edu.au/courses/uos/AMME2301
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 1,AMME2500,Engineering Dynamics,http://sydney.edu.au/courses/uos/AMME2500
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 1,AMME2700,Instrumentation,http://sydney.edu.au/courses/uos/AMME2700
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 1,AMME2960,Biomedical Engineering 2,http://sydney.edu.au/courses/uos/AMME2960
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 2,AMME3060,Engineering Methods,http://sydney.edu.au/courses/uos/AMME3060
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 1,AMME3500,System Dynamics and Control,http://sydney.edu.au/courses/uos/AMME3500
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 2,AMME4710,Computer Vision and Image Processing,http://sydney.edu.au/courses/uos/AMME4710
Engineering & IT,Aeronautical Mechanical Engineering,AMME,UG,Semester 1,AMME4971,Tissue Engineering,http://sydney.edu.au/courses/uos/AMME4971
